participant,trial,condition,global_mean_amp,global_peak_amp,global_peak_latency_s,theta_power_global,alpha_power_global,RT_ms,Accuracy,MEG0_mean,MEG0_peak,MEG0_peak_latency_s,MEG1_mean,MEG1_peak,MEG1_peak_latency_s,MEG2_mean,MEG2_peak,MEG2_peak_latency_s,MEG3_mean,MEG3_peak,MEG3_peak_latency_s,MEG4_mean,MEG4_peak,MEG4_peak_latency_s,MEG5_mean,MEG5_peak,MEG5_peak_latency_s,MEG6_mean,MEG6_peak,MEG6_peak_latency_s,MEG7_mean,MEG7_peak,MEG7_peak_latency_s,MEG8_mean,MEG8_peak,MEG8_peak_latency_s,MEG9_mean,MEG9_peak,MEG9_peak_latency_s
sub-01,11,A,0.2758314193516605,4.3863598816602,0.148,0.03745790120474839,0.00910288733317357,459.3998471866645,1,0.2788018244199495,3.5411024752232003,0.176,0.17565314873200472,3.7339592574078964,0.144,0.08518311836291319,-3.4005569274484784,0.296,0.2768432379415698,3.907996360755261,0.156,0.21645286220030585,3.0542487589247798,0.104,0.21459645476743028,3.8310413641027994,0.108,0.3097510276411291,3.5511274620609443,0.188,0.3064942816281095,4.3863598816602,0.148,0.3845500918714876,3.698910593197887,0.164,0.5099881459517055,-4.353845835921669,0.036
sub-01,12,B,0.18025886132731114,3.9110655719037544,0.116,0.020278786101412795,0.014214047147643624,493.2493945731282,1,0.21513595815853667,-3.8815615890949275,0.016,0.10291458916573763,2.9645313118383374,0.072,0.11246349581310089,-3.463825420892415,0.072,0.30204010531821807,3.3496614067518236,0.064,0.1454618816380636,2.765643737357431,0.108,0.2814845855891889,2.9366251019447915,0.184,0.2369572339254722,-2.7731225511306183,0.336,0.09253542308573492,2.8347951215817053,0.112,0.08125265144663421,2.9598549912476875,0.164,0.23234268913242417,3.9110655719037544,0.116
sub-01,13,A,0.23722077785039777,3.7991512900044615,0.176,0.024078910555322807,0.013094320919668435,505.29945902336107,1,0.1364729694761044,2.7475576815032743,0.28,0.33561757618961413,3.1512847630686727,0.16,0.23264692793050304,3.244851056775871,0.148,0.23517135026879576,2.7519468405492034,0.136,0.32752350282325277,3.123315696739971,0.152,0.2209440204521596,-3.4909286616115303,0.02,0.060001784487370424,3.5077887251100215,0.14,0.23548047244932702,-2.720486935171389,0.412,0.27601839539518963,3.7991512900044615,0.176,0.31233077903166057,3.6637465021185194,0.252
sub-01,14,B,0.28869508801112403,3.9345401337578836,0.128,0.014971452983172604,0.010167519596105134,491.52633847370856,1,0.2554218110083737,2.972948202914066,0.284,0.11135361598573205,3.802734659272926,0.112,0.3770670615741157,3.6502143971323084,0.152,0.30181822898332195,2.46596907470349,0.152,0.5185287730959262,3.9345401337578836,0.128,0.3077094001514069,3.334325810118494,0.108,0.2997314577251217,3.257641115235282,0.152,0.1422975762390094,3.638292372242932,0.072,0.1635610109772133,3.2226056426908207,0.124,0.40946194437101957,3.5947559773639615,0.136
sub-01,15,A,0.267134635969258,4.46373752725694,0.14,0.032406643376345454,0.013096868250342907,456.1774320057962,1,0.2510345562266595,3.4160796769212753,0.152,0.17444694748538617,2.835595579344589,0.168,0.30163910177952546,4.46373752725694,0.14,0.5010630855354964,3.9263072081850354,0.136,0.12402157510126977,3.687502987762809,0.148,0.25003918964161503,3.3130922101408804,0.156,0.13116466986363617,-2.8139565646604288,0.06,0.22504631565616975,-3.15058620154469,0.428,0.21027727018399311,2.477837669145595,0.424,0.5026136482188293,3.7706075250468913,0.128
sub-01,16,B,0.26491650126660493,4.243859123779833,0.172,0.015666707933582213,0.013266739707357778,477.6901724200902,1,0.26122480757921246,3.504564846747789,0.32,0.09913410685965333,-4.171570724204335,0.468,0.21027240210799092,-2.952361096090934,0.404,0.3595481062177146,3.946235794723715,0.124,0.05569547751974652,-3.4981258967919397,0.428,0.34540675802463083,3.1172085635476523,0.32,0.24080840841505358,2.5222202492595804,0.292,0.334460150790684,3.181715706799368,0.372,0.42566869422374093,4.009527877040922,0.364,0.31694610092762154,4.243859123779833,0.172
sub-01,17,A,0.2101875405883154,3.987248298864032,0.12,0.023618092500586146,0.009683886473604986,432.7142654083304,1,0.24666815867482048,3.987248298864032,0.12,0.5007925330307834,3.480585399940228,0.124,0.1788607614159416,3.569900091195846,0.12,0.0021727933278056994,-3.0444893596910805,0.248,0.1403080597106334,2.578389506796392,0.248,0.30829006303876577,2.9824026725525417,0.092,0.1761864683414992,3.0684285209721427,0.2,0.11457926854050343,-3.5943915640225645,0.488,0.18718944922838915,-2.817562297078518,0.436,0.2468278505740117,3.2255112274462006,0.184
sub-01,18,B,0.18354982297820702,3.6517898389149774,0.136,0.020406551331213867,0.01387122616926477,477.16590689316735,1,0.21953758321528663,3.5113394724188716,0.184,0.17147737530255378,2.8147025372408634,0.32,0.1577571522550742,3.299843135296304,0.14,0.08168612932624676,2.7800674761576647,0.412,0.17467920801815867,3.4135300003603497,0.16,0.30371939186779334,-3.0181363416370344,0.328,0.2031333537296866,3.6517898389149774,0.136,0.20144162428365783,2.598805806516275,0.128,0.15557234865624275,3.3308230758672,0.188,0.16649406312736936,-3.3518835891122944,0.368
sub-01,19,A,0.2902413332012386,3.751470944442112,0.436,0.029123342738761587,0.010720097147474763,479.9447416885532,1,0.03265053091193473,-2.501715702958944,0.284,0.23157069621997362,3.026952383727781,0.072,0.3975786374926467,3.393542907804124,0.204,0.3503527515243144,3.3061076097989126,0.168,0.39252529361252286,2.532394028492542,0.388,0.3785583895166689,3.5074846931953685,0.2,0.31377262697168135,3.020707702154076,0.316,0.17445224518061908,3.1384799879219942,0.12,0.413043023881708,3.751470944442112,0.436,0.21790913670031611,3.267899800716391,0.324
sub-01,20,B,0.17175382560164884,4.05317186355645,0.112,0.019714912145365117,0.014210427794630118,417.39403806720253,1,-0.038331216515365675,-3.3595043872840495,0.164,0.2513268160062076,4.05317186355645,0.112,0.3320565883471946,3.3668115150862423,0.0,0.2711255683508163,3.28779574974674,0.408,0.187364998338888,3.1804515494465857,0.188,0.327695759293617,3.6291091345113466,0.184,0.2332083854609215,3.053846968358692,0.144,0.07722976026912236,-3.229210243482877,0.06,-0.06203821660828334,-2.7012398058569813,0.484,0.1378998130733701,3.6103779531116653,0.452
sub-01,21,A,0.2667930890520082,3.637060937078896,0.444,0.021591618035441337,0.009988077563410492,467.3434482335022,1,0.2312295738550548,3.1240476976795133,0.184,0.16679692754875936,3.295975771435036,0.476,0.41314290382057406,3.2206486248366435,0.108,0.3523257022050881,3.0849913584186166,0.452,0.3181706835006339,3.2449705364056083,0.152,0.05041117604637046,-3.268425396867677,0.172,0.24047113790184751,2.674308265642318,0.168,0.16177608663783502,3.637060937078896,0.444,0.39231755903635873,3.271550549950802,0.128,0.34128913996756055,3.4256425961559653,0.124
sub-01,22,B,0.20222963408787126,4.153937898987579,0.008,0.020962346118996177,0.012336289659559924,508.47280998847145,1,0.13714039889855253,3.136354441594436,0.164,0.15684504844986094,3.4580461597026213,0.124,0.059657191937176834,-3.904345808437993,0.02,0.39743812102633774,3.459001916678725,0.188,0.16059312337506557,-2.89916277799878,0.108,0.2358108582253159,4.153937898987579,0.008,0.25026338417718086,3.203615926337304,0.228,0.2180517251798953,3.7752946229328406,0.492,0.07471448618039409,-3.670451734176033,0.392,0.33178200342893294,3.5074457728566233,0.428
sub-01,23,A,0.15770578910005706,4.461938482819789,0.148,0.020207491327897228,0.014161818528739151,389.4686317678654,1,0.14795676622036502,3.957054578557748,0.152,0.1156949535704097,3.0858135696819917,0.1,-0.005549761585445801,3.904598694881378,0.164,0.2565795934469563,3.135177046728791,0.244,-0.04830893439625528,3.204255751912597,0.48,0.36067177801800204,4.461938482819789,0.148,0.22747105935632678,2.907417153507227,0.432,0.09062967534137539,3.192121533080476,0.204,0.1786717989247696,2.808860753659521,0.148,0.25324096210406705,2.9787319506614423,0.452
sub-01,24,B,0.19758598072948375,4.448436388726989,0.132,0.01583222670936473,0.01730052424605754,435.469614563748,1,0.3626663076925095,3.1964115990498825,0.116,0.0988053622229092,-3.3211203779812126,0.22,0.19395722729972745,3.2756815909431207,0.12,0.280144942909952,4.448436388726989,0.132,0.02642394511059821,-3.1951641958964956,0.24,0.24934351925365014,2.9738326925132124,0.14,-0.09408630735576784,-3.4621556611713546,0.488,0.21174096028799538,3.618424459486816,0.156,0.2707017300155698,2.758406782316423,0.424,0.3761621198576936,3.109024976692898,0.16
sub-01,25,A,0.26572412309590243,4.775783996394358,0.152,0.030681793644850398,0.010039583831532731,468.08060763709767,1,0.3564171227945391,3.819415043458253,0.216,0.15421364509974783,-3.3198576715254395,0.48,0.32947996100669796,4.775783996394358,0.152,0.32539654146050584,3.457631847299216,0.12,0.3740942148702075,3.272148043622333,0.136,0.15406631065956447,-3.651566560084484,0.288,0.15897830777688857,3.4427983030944285,0.192,0.2077871337993052,3.0006488833811877,0.452,0.2662804705843916,3.3623003526798856,0.188,0.3305275229071764,-3.528794304120121,0.036
sub-01,26,B,0.1611077129584551,-4.7994529421552325,0.492,0.012335871351938567,0.01465338578042245,466.6341483386287,1,0.24330840853358152,-4.7994529421552325,0.492,-0.05178090433587382,-2.521548884716109,0.456,0.053312027289914285,-3.808165166299224,0.448,0.31273737719854444,3.208751435524383,0.212,0.14950118024296355,3.6401730660816485,0.176,0.23197821483611386,4.691766709600103,0.168,0.015399453221762144,2.7579115838324757,0.196,0.36628139857343794,-3.854422005295039,0.38,0.008849434427753693,-3.462535683136796,0.068,0.2814905395963536,3.4009338637563626,0.084
sub-01,27,A,0.23168809412587313,4.872036067135902,0.1,0.028596532418269954,0.009751843222575227,438.0026103249455,1,0.19862242183638854,3.5704611140083933,0.324,0.10700403817089,2.91761389486004,0.296,0.42125981519777067,3.9275106420281714,0.156,0.3745217398192785,3.4033005103342653,0.172,0.12357840845036472,3.5471030126275283,0.296,0.21273935621506157,4.872036067135902,0.1,0.4233602950286967,3.5107796147046972,0.148,0.11844418523414112,4.608821142044595,0.472,0.09576685440656842,-2.6753397432495083,0.364,0.24158382689957086,-3.609371848329477,0.26
sub-01,28,B,0.15237741522686843,3.818046702970273,0.124,0.01797622412394654,0.007817953978196363,472.7606007506854,1,0.19720514513911386,3.338140598213672,0.008,0.1385825111837513,-3.0102555798535158,0.372,0.2720621898011213,3.7460618509433465,0.172,0.16248287343685586,2.921498561323958,0.148,0.04735857469897159,3.1941720684551624,0.14,0.211974611426554,3.818046702970273,0.124,0.14751507366870031,3.46498346451154,0.336,0.09085619739565168,-2.8348683869015043,0.028,0.05134015986151321,3.423208552834437,0.208,0.20439681565645113,3.5587880789635835,0.272
sub-01,29,A,0.29752897710189397,5.1862777482937314,0.132,0.03198596667006051,0.008643138808641196,418.56984776155053,1,0.08856327110437806,-3.3422661503978133,0.328,0.42354246211423663,3.2559008412274077,0.496,0.23556017166795043,3.228920449863744,0.148,0.4837842177980429,3.313573229716373,0.164,0.34890268279671466,5.1862777482937314,0.132,0.2019317067700103,2.901328145605772,0.116,0.30011154911371485,3.13903521366768,0.164,0.4500565504889149,4.346975500509508,0.176,0.18967627364829565,3.0926838390527056,0.484,0.2531608855166814,3.2793463093775403,0.152
sub-01,30,B,0.14010589285590627,-3.9956408706332276,0.056,0.022536845415412645,0.01231881109064388,467.8052053022916,0,0.05156886497967506,2.9015702633733875,0.132,0.13453613991108415,2.965761232529447,0.124,0.09261198197960602,-3.0174099556604914,0.12,0.2094239159108542,3.7257913181300997,0.184,0.1885859525520384,2.9294788993207375,0.412,0.071953754289649,-2.9105675393196018,0.488,0.10316594637612399,-3.9956408706332276,0.056,0.1558631445235173,2.985704106465032,0.176,0.28640857383593094,3.8610793952336504,0.136,0.1069406542005835,-3.4778374502244276,0.084
sub-01,31,A,0.17431048739756524,4.878272769905897,0.404,0.02468334780949006,0.012128312014448004,329.3755404169857,1,0.062117155226492644,-3.1689535297686304,0.416,0.17650569437420685,3.5256480144670284,0.152,0.14918748055648406,3.726768180185691,0.04,0.30597876402154617,3.0615392056122634,0.468,0.22224827401117164,3.89321817182229,0.128,0.2937086216733331,4.878272769905897,0.404,-0.06270525887594568,3.3281195357434017,0.116,0.22273492062157904,3.1612781184426404,0.048,0.33229141707213633,3.3212441555901444,0.14,0.04103780529464833,3.4556988977597642,0.168
sub-01,32,B,0.11051339857368911,3.746204716134236,0.16,0.026261708315145314,0.010669433388483845,490.7002221849675,1,0.19974647188923544,2.982349555141913,0.164,0.12560096364394288,-2.8753030584624324,0.268,0.2307523692005363,3.746204716134236,0.16,0.05769471790787981,3.0417336682523963,0.464,0.07083663106232252,3.5110987047286137,0.148,-0.10454407566378858,2.840810141793395,0.312,0.11028866475205835,-3.2730488767014716,0.46,-0.009053622783477813,3.6485008526210145,0.212,0.22300752594658713,-2.765819653469994,0.296,0.20080433978159506,3.1986953339497393,0.196
sub-01,33,A,0.21772280835655544,4.38277128747145,0.152,0.028477375551401368,0.0106267687650271,410.551702498961,1,0.22437182034037062,2.986822516354171,0.172,0.19383458254330452,3.2682794454642767,0.128,0.2646198213838576,-3.8933371773815306,0.364,0.437834288730599,3.5820630014345043,0.12,0.376708583788679,3.743819855753372,0.156,0.21187148107710738,3.790357697327552,0.152,-0.0030717426134635375,-3.9649802825147202,0.34,0.3624501348129355,4.38277128747145,0.152,-0.004250757299945377,3.789514288610436,0.136,0.11285987080210941,3.0418584576384555,0.196
sub-01,34,B,0.12457399726926459,5.808088589875995,0.072,0.02119826554228308,0.010877495583165505,478.5397409447978,1,0.0837874976545885,2.7706196266865697,0.488,0.08517756382129106,-4.275472096065662,0.34,-0.006505344650634706,-3.282358557035007,0.332,0.20176414253055858,3.01985257716313,0.268,-0.010550080121712099,-2.763441480501218,0.456,0.13257453994003288,3.1897424219328636,0.12,0.18456952446593047,3.2622225585133435,0.04,0.14276329422338357,-3.845120314108613,0.072,0.1180692526103374,5.808088589875995,0.072,0.31408958221887023,3.198290504586029,0.252
sub-01,35,A,0.2501952861612174,4.2980377211194645,0.148,0.024912282730961653,0.006547674105667258,419.15777908614893,1,0.29915799689559097,3.3987498863905214,0.136,0.049430285913107656,-3.4332905689651385,0.464,0.06835818396096496,-3.782388362224505,0.256,0.4220709890093229,2.7187433390703037,0.068,0.4680220475646028,4.2980377211194645,0.148,0.3953792778321055,-3.891124784800502,0.336,0.25701535866145525,3.313054506478183,0.116,0.10035863357460777,-3.5376554346771436,0.256,0.17084985516312998,3.3464908277640903,0.152,0.2713102330372863,3.2919531029738245,0.112
sub-01,36,B,0.19980466112867282,4.360436273924215,0.348,0.01640764830101846,0.008322497087273223,518.3862220272487,1,0.05759448669251045,-3.568860821019481,0.392,0.2512596822082334,4.360436273924215,0.348,0.20288679347805633,2.771873703572423,0.268,0.17960964297080345,-3.5826005300028347,0.436,0.09250609974317388,3.329074256362766,0.46,0.25343648198582813,3.4731857789599223,0.328,0.19782805707541554,-3.5312518996009556,0.208,0.02496950590376345,3.318317196629704,0.128,0.3218526345315455,3.0465312297107494,0.24,0.4161032266973979,3.655232706631541,0.144
sub-01,37,A,0.1743157912970828,4.691459256353871,0.244,0.01866749200848005,0.012146092599597907,441.09278049020827,1,0.0652403242031902,3.25176725452606,0.132,0.10781991452024915,3.53452650187776,0.384,0.29841272652901923,2.699195003936918,0.484,-0.00693668177557039,-4.019875080670961,0.036,0.0986056384523361,-3.966599423646963,0.208,0.3154297478574153,4.691459256353871,0.244,0.2506360384819579,3.0201542351199704,0.284,0.23124280427573635,4.071065529376751,0.12,0.20960980040773763,-3.9302577773190306,0.32,0.17309760001875674,2.7423014593861796,0.12
sub-01,38,B,0.1463546018525102,4.141302243622224,0.152,0.01804412859243345,0.012625280272930061,426.1779467567747,1,0.10442641006014128,3.4691038621924166,0.14,0.16733515070677377,4.141302243622224,0.152,0.12247131314074718,2.8111708552550936,0.256,0.23397890318406075,2.833560580013721,0.156,0.21928390534325484,3.489718708779118,0.176,0.04068645850983196,-3.097811439053174,0.304,0.14345539286794837,2.518539004772433,0.048,0.13753400884193898,4.08536553484936,0.496,-0.01402258987337471,-3.413012320430025,0.224,0.30839706574377973,-3.1528531320920687,0.468
sub-01,39,A,0.16320839156905204,4.467722098549577,0.148,0.01921024163181848,0.016248948716401552,455.9623287466283,1,-0.0006263838288217496,3.0681050831071404,0.292,0.023186002042475375,3.685919299384556,0.336,0.18854667212138776,4.467722098549577,0.148,0.32527739996683225,3.201779722636153,0.168,0.06216431784388345,-3.4096141480455175,0.228,0.11728006104680301,2.9709747777339937,0.216,0.1922506451229462,3.1825099751687165,0.156,0.2936242475983096,3.032098810714599,0.16,0.2552127038335915,3.2487273796152736,0.116,0.175168249943113,3.4727739122929915,0.148
sub-01,40,B,0.17307517126561608,4.064323466410545,0.16,0.02642062703645373,0.01227173031334442,407.7922776140752,1,0.05675640971124638,2.9511145304723736,0.128,0.16925077991891144,4.064323466410545,0.16,0.2661440947261285,3.1747756769889275,0.208,0.2768165515279472,2.671059184476613,0.276,0.06297507412761094,-3.297263481398932,0.0,0.09500275420030221,-2.9736148623722727,0.38,0.12773821561065535,3.979691044825981,0.14,0.014477015738891492,3.546618805655095,0.316,0.26687725021927633,3.442243339179134,0.152,0.3947135668751911,3.7168910703413953,0.16
sub-01,41,A,0.23596569993019303,4.37696851587719,0.18,0.026194503097408322,0.013428730408908657,449.7187387139737,1,0.11337446983554036,-3.4198395637035,0.448,0.3024094270383931,4.35419723255186,0.168,-0.003016275140888796,-3.0892656268637833,0.44,0.34304686325591693,3.897790330287254,0.14,0.1414978926309835,3.673171560849983,0.032,0.2847016124285151,-3.285816976723369,0.24,0.45520069998524115,3.3216897457794063,0.4,0.11491570761539309,4.37696851587719,0.18,0.3560195146848033,4.114448490394029,0.136,0.25150708696803226,-3.3109288121635077,0.064
sub-01,42,B,0.18225075184341266,3.8081298557330983,0.084,0.016200538895776613,0.00757063312652446,483.44980990929366,1,0.02355909778216173,-3.543416822585784,0.136,0.1711678920741811,3.8081298557330983,0.084,0.15018789562085325,3.2429298372988486,0.188,0.15038923594654882,2.799822348511225,0.144,0.23957933712713633,3.5959380515057675,0.148,0.2859704407161258,-3.1898561119958515,0.088,0.21632958890654327,3.3092097040395303,0.052,0.15365870115616878,2.801682382191104,0.196,0.24873849243737362,2.8739228671762387,0.244,0.1829268366670337,3.4562125822975283,0.096
sub-01,43,A,0.15999625358005437,4.467593073038328,0.164,0.020211042515867604,0.013345195739300809,426.25848757804437,1,0.2950939718989109,4.467593073038328,0.164,0.2786982930579975,4.028863396988222,0.124,0.18373636072108346,-3.8713469081128995,0.34,-0.04238738616346547,3.246685975791869,0.336,0.23900466969339537,3.1311553346603826,0.136,0.20660137466067025,3.3297981406258605,0.128,0.15532549009617724,3.436558449163111,0.208,-0.013936013544386228,-2.477950122377303,0.428,0.14806201475752084,-3.1658019080805606,0.384,0.14976376062263982,3.3521023050716443,0.08
sub-01,44,B,0.164127430670033,3.912680522933383,0.164,0.02426509444144554,0.017945981019100065,484.72948134111664,0,0.17030489909333552,-3.7891313747937168,0.436,0.13279022957868886,3.3303017458439603,0.02,0.18792008939481558,3.912680522933383,0.164,0.047708222560454566,3.267719808750136,0.252,0.07218491642171401,-3.6453898517729186,0.224,0.16142963607931288,2.725972479329576,0.172,0.0766695290559926,-3.544035923239637,0.412,0.20486066216157447,-3.668851929673959,0.26,0.28232344629057265,3.8558140481848007,0.116,0.3050826760638689,3.1190189986945716,0.16
sub-01,45,A,0.18928508930977847,4.820795828822899,0.176,0.023951162498809502,0.011546689493010251,494.0001020288241,1,0.3552352386385358,2.9911505146211175,0.16,0.24804885398351592,2.776867944401938,0.088,0.20998576892808984,2.610627264551853,0.128,0.04929609759279736,2.8379880040464776,0.14,0.13289427169001186,-3.8569410343737722,0.38,0.15371097619171636,-2.9610715453492786,0.384,0.024457599229527328,3.122828930837163,0.168,0.21681355561755727,4.23867864895617,0.456,0.22608753822891853,4.820795828822899,0.176,0.27632099299711455,3.8194318079837846,0.144
sub-01,46,B,0.18832326297258026,4.718710356397351,0.388,0.023248224401081645,0.006834291457237516,509.8142689475541,1,0.12308427328106161,2.767272932156329,0.284,0.2646035223755653,4.718710356397351,0.388,0.30223350805646687,3.23251097368067,0.16,0.23976173576498222,3.4657659653407324,0.044,0.20774043610625123,3.4038117881914056,0.128,0.3053576272875599,3.6102830819955987,0.128,0.04704655474570767,-3.805683379995061,0.056,0.06883286045471615,-2.8667564232500973,0.304,0.18774489833145158,3.4964527139052866,0.092,0.13682721332204004,3.674495931794462,0.052
sub-01,47,A,0.23390038013067044,4.797963127659452,0.12,0.0377706967465082,0.009542124124348145,397.31369287918824,1,0.045180237641897845,-3.4835163839703744,0.332,0.2655158821494993,3.9151226734058726,0.148,0.3110871181448669,4.048066143603393,0.004,0.3193224220875044,3.074209747701147,0.484,0.41662454612721483,3.6044688651133807,0.212,0.183133104571126,4.797963127659452,0.12,0.08874524856719213,3.9497396762035657,0.276,0.05217061116549358,-3.1436481509122074,0.34,0.4809505643846036,3.5691268506809606,0.168,0.1762740664673061,-3.3366475238117785,0.48
sub-01,48,B,0.12780016655821405,-3.9261064187617425,0.436,0.016882127087045503,0.009998175848500468,485.1257792283685,1,0.39377590259825995,3.4172236127610764,0.048,0.17950523934771043,3.3810668775257273,0.224,-0.12063315589159734,3.4541920485114432,0.052,0.05100162903492831,2.5353626511633194,0.12,0.14651175925776405,3.7776888302619134,0.152,0.2757221234427685,-3.9261064187617425,0.436,0.18571220188714474,-2.932074265171883,0.416,0.07310410265311043,2.903595982216632,0.172,-0.05901599037444979,3.0133303972479575,0.208,0.15231785362650124,3.148545431527207,0.084
